2022-11-06 17:20:59,904 DEBUG   SenderThread:24060 [sender.py:send_request():317] send_request: defer
2022-11-06 17:20:59,904 INFO    SenderThread:24060 [sender.py:send_request_defer():459] handle sender defer: 2
2022-11-06 17:20:59,904 INFO    SenderThread:24060 [sender.py:transition_state():463] send defer: 3
2022-11-06 17:20:59,905 DEBUG   HandlerThread:24060 [handler.py:handle_request():139] handle_request: defer
2022-11-06 17:20:59,905 INFO    HandlerThread:24060 [handler.py:handle_request_defer():162] handle defer: 3
2022-11-06 17:20:59,905 DEBUG   SenderThread:24060 [sender.py:send_request():317] send_request: defer
2022-11-06 17:20:59,905 INFO    SenderThread:24060 [sender.py:send_request_defer():459] handle sender defer: 3
2022-11-06 17:20:59,905 INFO    SenderThread:24060 [sender.py:transition_state():463] send defer: 4
2022-11-06 17:20:59,906 DEBUG   HandlerThread:24060 [handler.py:handle_request():139] handle_request: defer
2022-11-06 17:20:59,906 INFO    HandlerThread:24060 [handler.py:handle_request_defer():162] handle defer: 4
2022-11-06 17:20:59,906 DEBUG   SenderThread:24060 [sender.py:send_request():317] send_request: defer
2022-11-06 17:20:59,906 INFO    SenderThread:24060 [sender.py:send_request_defer():459] handle sender defer: 4
2022-11-06 17:20:59,906 INFO    SenderThread:24060 [sender.py:transition_state():463] send defer: 5
2022-11-06 17:20:59,907 DEBUG   HandlerThread:24060 [handler.py:handle_request():139] handle_request: defer
2022-11-06 17:20:59,907 INFO    HandlerThread:24060 [handler.py:handle_request_defer():162] handle defer: 5
2022-11-06 17:20:59,907 DEBUG   SenderThread:24060 [sender.py:send_request():317] send_request: defer
2022-11-06 17:20:59,907 INFO    SenderThread:24060 [sender.py:send_request_defer():459] handle sender defer: 5
2022-11-06 17:20:59,907 INFO    SenderThread:24060 [sender.py:transition_state():463] send defer: 6
2022-11-06 17:20:59,907 DEBUG   HandlerThread:24060 [handler.py:handle_request():139] handle_request: defer
2022-11-06 17:20:59,907 INFO    HandlerThread:24060 [handler.py:handle_request_defer():162] handle defer: 6
2022-11-06 17:20:59,908 DEBUG   SenderThread:24060 [sender.py:send_request():317] send_request: defer
2022-11-06 17:20:59,908 INFO    SenderThread:24060 [sender.py:send_request_defer():459] handle sender defer: 6
2022-11-06 17:20:59,908 INFO    SenderThread:24060 [sender.py:transition_state():463] send defer: 7
2022-11-06 17:20:59,908 DEBUG   HandlerThread:24060 [handler.py:handle_request():139] handle_request: defer
2022-11-06 17:20:59,908 INFO    HandlerThread:24060 [handler.py:handle_request_defer():162] handle defer: 7
2022-11-06 17:20:59,908 DEBUG   SenderThread:24060 [sender.py:send_request():317] send_request: defer
2022-11-06 17:20:59,909 INFO    SenderThread:24060 [sender.py:send_request_defer():459] handle sender defer: 7
2022-11-06 17:20:59,909 INFO    SenderThread:24060 [sender.py:transition_state():463] send defer: 8
2022-11-06 17:20:59,909 DEBUG   HandlerThread:24060 [handler.py:handle_request():139] handle_request: defer
2022-11-06 17:20:59,909 INFO    HandlerThread:24060 [handler.py:handle_request_defer():162] handle defer: 8
2022-11-06 17:20:59,909 DEBUG   SenderThread:24060 [sender.py:send_request():317] send_request: defer
2022-11-06 17:20:59,909 INFO    SenderThread:24060 [sender.py:send_request_defer():459] handle sender defer: 8
2022-11-06 17:20:59,909 INFO    SenderThread:24060 [sender.py:transition_state():463] send defer: 9
2022-11-06 17:20:59,910 DEBUG   HandlerThread:24060 [handler.py:handle_request():139] handle_request: defer
2022-11-06 17:20:59,910 INFO    HandlerThread:24060 [handler.py:handle_request_defer():162] handle defer: 9
2022-11-06 17:20:59,910 DEBUG   SenderThread:24060 [sender.py:send_request():317] send_request: defer
2022-11-06 17:20:59,910 INFO    SenderThread:24060 [sender.py:send_request_defer():459] handle sender defer: 9
2022-11-06 17:20:59,910 INFO    SenderThread:24060 [sender.py:transition_state():463] send defer: 10
2022-11-06 17:20:59,910 DEBUG   HandlerThread:24060 [handler.py:handle_request():139] handle_request: defer
2022-11-06 17:20:59,910 INFO    HandlerThread:24060 [handler.py:handle_request_defer():162] handle defer: 10
2022-11-06 17:20:59,911 DEBUG   SenderThread:24060 [sender.py:send_request():317] send_request: defer
2022-11-06 17:20:59,911 INFO    SenderThread:24060 [sender.py:send_request_defer():459] handle sender defer: 10
2022-11-06 17:20:59,911 INFO    SenderThread:24060 [sender.py:transition_state():463] send defer: 11
2022-11-06 17:20:59,911 DEBUG   HandlerThread:24060 [handler.py:handle_request():139] handle_request: defer
2022-11-06 17:20:59,911 INFO    HandlerThread:24060 [handler.py:handle_request_defer():162] handle defer: 11
2022-11-06 17:20:59,911 DEBUG   SenderThread:24060 [sender.py:send_request():317] send_request: defer
2022-11-06 17:20:59,911 INFO    SenderThread:24060 [sender.py:send_request_defer():459] handle sender defer: 11
2022-11-06 17:20:59,911 INFO    SenderThread:24060 [sender.py:transition_state():463] send defer: 12
2022-11-06 17:20:59,912 DEBUG   SenderThread:24060 [sender.py:send():303] send: final
2022-11-06 17:20:59,912 DEBUG   HandlerThread:24060 [handler.py:handle_request():139] handle_request: defer
2022-11-06 17:20:59,912 INFO    HandlerThread:24060 [handler.py:handle_request_defer():162] handle defer: 12
2022-11-06 17:20:59,913 DEBUG   SenderThread:24060 [sender.py:send_request():317] send_request: defer
2022-11-06 17:20:59,913 INFO    SenderThread:24060 [sender.py:send_request_defer():459] handle sender defer: 12
2022-11-06 17:20:59,914 DEBUG   HandlerThread:24060 [handler.py:handle_request():139] handle_request: poll_exit
2022-11-06 17:20:59,914 DEBUG   HandlerThread:24060 [handler.py:handle_request():139] handle_request: poll_exit
2022-11-06 17:20:59,915 DEBUG   SenderThread:24060 [sender.py:send_request():317] send_request: poll_exit
2022-11-06 17:20:59,915 DEBUG   HandlerThread:24060 [handler.py:handle_request():139] handle_request: server_info
2022-11-06 17:20:59,915 DEBUG   SenderThread:24060 [sender.py:send_request():317] send_request: poll_exit
2022-11-06 17:20:59,915 DEBUG   HandlerThread:24060 [handler.py:handle_request():139] handle_request: get_summary
2022-11-06 17:20:59,915 DEBUG   SenderThread:24060 [sender.py:send_request():317] send_request: server_info
2022-11-06 17:20:59,916 DEBUG   HandlerThread:24060 [handler.py:handle_request():139] handle_request: sampled_history
2022-11-06 17:20:59,918 INFO    MainThread:24060 [wandb_run.py:_footer_history_summary_info():3377] rendering history
2022-11-06 17:20:59,918 INFO    MainThread:24060 [wandb_run.py:_footer_history_summary_info():3409] rendering summary
2022-11-06 17:20:59,921 DEBUG   HandlerThread:24060 [handler.py:handle_request():139] handle_request: shutdown
2022-11-06 17:20:59,921 INFO    HandlerThread:24060 [handler.py:finish():814] shutting down handler
2022-11-06 17:21:00,925 INFO    WriterThread:24060 [datastore.py:close():279] close: G:\yolov7\wandb\offline-run-20221106_172058-33o4rga9\run-33o4rga9.wandb
2022-11-06 17:21:00,925 INFO    SenderThread:24060 [sender.py:finish():1331] shutting down sender
2022-11-06 17:21:00,928 INFO    MainThread:24060 [internal.py:handle_exit():78] Internal process exited
